make,model,vehicle-class,engine-size-L,num-of-cylinders,transmission,fuel_type,city-mpg,hwy-mpg,co2_emissions-g/km,co2-rating,smog-rating
Toyota,Camry Hybrid XLE/SE,Mid-size,2.5,4,AV,regular,44.4,47.0,121.0,10,7
Toyota,Corolla,Compact,1.8,4,AV,regular,29.8,38.6,165.0,7,5
Toyota,Corolla XLE,Compact,1.8,4,AV,regular,29.0,37.3,170.0,7,5
Toyota,Corolla,Compact,1.8,4,M6,regular,29.4,39.2,165.0,7,5
Toyota,Corolla,Compact,2.0,4,AV10,regular,30.9,40.6,158.0,8,6
Toyota,Corolla XSE,Compact,2.0,4,AV10,regular,30.5,38.6,164.0,8,6
Toyota,Corolla,Compact,2.0,4,M6,regular,28.7,36.2,173.0,7,6
Toyota,Corolla Hatchback,Compact,2.0,4,AV10,regular,31.4,40.6,158.0,8,6
Toyota,Corolla Hatchback,Compact,2.0,4,M6,regular,28.0,37.3,174.0,7,6
Toyota,Corolla Hybrid,Compact,1.8,4,AV,regular,53.5,52.3,106.0,10,7
Toyota,GR Supra,Two-seater,3.0,6,AS8,premium,23.8,30.5,208.0,6,3
Toyota,Highlander,SUV: Small,3.5,6,AS8,regular,19.8,28.3,240.0,5,5
Toyota,Highlander AWD,SUV: Small,3.5,6,AS8,regular,20.1,27.4,240.0,5,5
Toyota,Highlander Hybrid AWD,SUV: Standard,2.5,4,AV,regular,35.1,34.6,158.0,8,7
Toyota,Highlander Hybrid AWD Limited/Platinum,SUV: Standard,2.5,4,AV,regular,35.6,34.6,156.0,8,7
Toyota,Prius,Mid-size,1.8,4,AV,regular,53.5,50.0,106.0,10,7
Toyota,Prius AWD,Mid-size,1.8,4,AV,regular,52.3,48.0,109.0,10,7
Toyota,Prius c,Compact,1.5,4,AV,regular,48.0,42.8,120.0,10,7
Toyota,RAV4,SUV: Small,2.5,4,AS8,regular,26.7,34.6,184.0,7,6
Toyota,RAV4 AWD,SUV: Small,2.5,4,AS8,regular,25.6,33.1,194.0,6,6
Toyota,RAV4 AWD TRD Off-Road,SUV: Small,2.5,4,AS8,regular,24.8,31.4,200.0,6,6
Toyota,RAV4 Hybrid AWD,SUV: Small,2.5,4,AV,regular,41.3,37.3,139.0,9,7
Toyota,Sequoia 4WD,SUV: Standard,5.7,8,AS6,regular,12.7,16.9,385.0,1,5
Toyota,Sienna,Minivan,3.5,6,AS8,regular,18.7,25.8,259.0,4,5
Toyota,Sienna AWD,Minivan,3.5,6,AS8,regular,17.6,24.5,274.0,4,5
Toyota,Tacoma,Pickup truck: Small,2.7,4,AS6,regular,19.4,23.3,263.0,4,5
Toyota,Tacoma 4WD,Pickup truck: Small,2.7,4,AS6,regular,18.5,22.2,274.0,4,5
Toyota,Tacoma 4WD,Pickup truck: Small,3.5,6,AS6,regular,18.1,22.4,278.0,4,5
Toyota,Tacoma 4WD,Pickup truck: Small,3.5,6,M6,regular,17.0,20.6,299.0,3,5
Toyota,Tacoma 4WD D-Cab TRD Off-Road/Pro,Pickup truck: Small,3.5,6,M6,regular,17.0,20.1,300.0,3,5
Toyota,Tundra,Pickup truck: Standard,5.7,8,AS6,regular,13.3,17.3,371.0,2,5
Toyota,Tundra 4WD,Pickup truck: Standard,5.7,8,AS6,regular,13.1,16.6,381.0,1,5
Toyota,Yaris,Compact,1.5,4,AS6,regular,32.2,39.9,155.0,8,3
Toyota,Yaris (SIL),Compact,1.5,4,M6,regular,30.2,38.6,165.0,8,3
Volkswagen,Arteon 4MOTION,Full-size,2.0,4,AS8,premium,20.5,28.7,234.0,5,3
Volkswagen,Atlas Cross Sport 4MOTION,SUV: Small,2.0,4,AS8,regular,18.4,22.6,273.0,4,3
Volkswagen,Atlas Cross Sport 4MOTION,SUV: Small,3.6,6,AS8,regular,16.4,22.0,297.0,3,5
Volkswagen,Golf,Compact,1.4,4,AS8,regular,29.0,35.6,174.0,7,7
Volkswagen,Golf,Compact,1.4,4,M6,regular,28.0,35.6,177.0,7,7
Volkswagen,Golf GTI,Compact,2.0,4,AM7,regular,24.2,31.4,203.0,6,7
Volkswagen,Golf GTI,Compact,2.0,4,M6,regular,24.0,32.2,203.0,6,7
Volkswagen,Jetta,Compact,1.4,4,AS8,regular,30.2,39.9,162.0,8,5
Volkswagen,Jetta,Compact,1.4,4,M6,regular,29.8,39.9,163.0,8,7
Volkswagen,Jetta GLI,Compact,2.0,4,AM7,regular,25.3,32.7,196.0,6,7
Volkswagen,Jetta GLI,Compact,2.0,4,M6,regular,24.5,33.1,198.0,6,7
Volkswagen,Passat,Mid-size,2.0,4,AS6,regular,23.1,34.1,205.0,6,7
Volkswagen,Tiguan,SUV: Small,2.0,4,AS8,regular,22.4,29.0,221.0,5,7
Volkswagen,Tiguan 4MOTION,SUV: Small,2.0,4,AS8,regular,20.5,27.0,241.0,5,7
Volvo,S60 T5,Compact,2.0,4,AS8,premium,22.4,33.1,208.0,6,5
Volvo,S60 T6 AWD,Compact,2.0,4,AS8,premium,21.4,31.8,219.0,5,7
Volvo,S90 T6 AWD,Mid-size,2.0,4,AS8,premium,20.8,31.4,223.0,5,7
Volvo,V60 T5,Station wagon: Small,2.0,4,AS8,premium,22.4,33.1,208.0,6,5
Volvo,V60 T6 AWD,Station wagon: Small,2.0,4,AS8,premium,21.4,31.8,219.0,5,7
Volvo,V60 CC T5 AWD,Station wagon: Small,2.0,4,AS8,premium,21.8,30.5,220.0,5,5
Volvo,XC40 T4 AWD,SUV: Small,2.0,4,AS8,regular,23.1,31.4,210.0,5,5
Volvo,XC40 T5 AWD,SUV: Small,2.0,4,AS8,premium,22.0,30.5,219.0,5,5
Volvo,XC60 T5 AWD,SUV: Small,2.0,4,AS8,premium,21.0,28.3,232.0,5,5
Volvo,XC60 T6 AWD,SUV: Small,2.0,4,AS8,premium,20.1,27.4,240.0,5,7
Volvo,XC90 T5 AWD,SUV: Standard,2.0,4,AS8,premium,21.0,28.3,232.0,5,5
Volvo,XC90 T6 AWD,SUV: Standard,2.0,4,AS8,premium,19.3,27.0,248.0,4,7
